run_key,batch,phase,mode,prompt_version,condition,repetition,horizon,status,run_dir,summary_stop_reason,summary_error,run_id,configured_rounds,observed_last_round,stop_reason,reference_fidelity,reference_fidelity_actual_final,reference_precision,reference_recall,progress_auc,stopping_class,stopping_gap,filled_pixels_horizon,filled_pixels_actual_final,analysis_image,validation_ok,validation_warning_count,localization_flag_count,intent_low_confidence_teams,accepted_pixel_actions,state_changing_pixel_actions,unique_target_coordinates,shared_target_coordinates,different_state_conflict_coordinates,intent_conflict_rate,shared_target_disagreement_rate,conflicts_per_100_actions,persistent_damage_episodes,intra_team_damage_episodes,cross_team_damage_episodes,destructive_overwrite_rate,observed_team_repairs,repair_rate,median_repair_latency_rounds,opponent_recoveries,unobserved_reversals,unrepaired_damage_episodes,agent_turns,team_posts_start,team_posts_mid,public_posts_start,public_posts_mid,forum_posts_total,used_forum,posts_per_100_turns,forum_posts_total_actual,generation_cost_usd,generation_cost_actual_total_usd,dollars_per_0_1_fidelity,prompt_tokens,completion_tokens,reasoning_tokens,billed_responses,invalid_output_responses,missing_cost_responses,rate_limit_retries,transient_retries,invalid_output_retries,recognizability,subjective_reference_fidelity,visual_coherence,visual_quality,separation_coherence,mean_object_recognizability,mean_subjective_reference_fidelity,apple_recognizability,apple_subjective_fidelity,orange_recognizability,orange_subjective_fidelity,lemon_recognizability,lemon_subjective_fidelity,eggplant_recognizability,eggplant_subjective_fidelity,judge_reason
v3_apple__heterogeneous__rep_02,v3_apple,single_main,single,V3,heterogeneous,2,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_apple\runs\heterogeneous\rep_02,max_steps,,drawing_v3a_apple_heterogeneous_02,20,20,max_steps,0.9764705882352941,0.9822485207100592,0.9540229885057471,1.0,0.8213418445001465,censored,,87,86,analysis/results/analysis_canvases/v3_apple__heterogeneous__rep_02.png,1,0,0,0,219,121,175,28,3,0.017142857142857144,0.10714285714285714,1.36986301369863,2,2,0,0.01652892561983471,2,1.0,1.0,0,0,0,41,1,0,0,0,1,1,2.4390243902439024,2,0.06974276264999998,0.13369818429,0.007142331114759036,134456,30529,23066,42,1,0,0,0,4,4,3,3,0.875,,,,,,,,,,,,Clear apple but stray right pixel and slightly off leaf; small defects.
v3_apple__heterogeneous__rep_03,v3_apple,single_main,single,V3,heterogeneous,3,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_apple\runs\heterogeneous\rep_03,max_steps,,drawing_v3a_apple_heterogeneous_03,20,20,max_steps,0.898876404494382,0.9700598802395209,0.8421052631578947,0.963855421686747,0.7473039966189415,censored,,95,84,analysis/results/analysis_canvases/v3_apple__heterogeneous__rep_03.png,1,0,0,0,268,157,236,27,4,0.01694915254237288,0.14814814814814814,1.492537313432836,5,5,0,0.03184713375796178,2,0.4,2.0,0,0,3,41,1,0,0,0,1,1,2.4390243902439024,2,0.04809388023000001,0.11592056124,0.005350444175587502,130558,21915,13528,41,0,0,0,0,1,3,2,3,0.75,,,,,,,,,,,,"Apple with large right-side hole/bite, otherwise clean."
v3_apple__heterogeneous__rep_04,v3_apple,single_main,single,V3,heterogeneous,4,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_apple\runs\heterogeneous\rep_04,max_steps,,drawing_v3a_apple_heterogeneous_04,20,20,max_steps,0.9880952380952381,0.9585798816568047,0.9764705882352941,1.0,0.8116031652766675,censored,,85,86,analysis/results/analysis_canvases/v3_apple__heterogeneous__rep_04.png,1,0,0,0,205,114,158,44,3,0.0189873417721519,0.06818181818181818,1.4634146341463414,5,5,0,0.043859649122807015,5,1.0,1,0,0,0,41,1,1,0,0,2,1,4.878048780487805,2,0.05582648214000001,0.11581515593999998,0.005649909035855423,134654,24032,16644,41,0,0,0,0,0,4,3,4,1.0,,,,,,,,,,,,"Recognizable apple; stem wider with extra blacks, leaf offset vs ref."
v3_apple__heterogeneous__rep_05,v3_apple,single_main,single,V3,heterogeneous,5,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_apple\runs\heterogeneous\rep_05,max_steps,,drawing_v3a_apple_heterogeneous_05,20,20,max_steps,0.7788461538461539,0.7465437788018433,0.648,0.9759036144578314,0.6503732986143209,censored,,125,134,analysis/results/analysis_canvases/v3_apple__heterogeneous__rep_05.png,1,0,0,0,292,172,241,39,5,0.02074688796680498,0.1282051282051282,1.7123287671232876,1,1,0,0.005813953488372093,0,0.0,,0,0,1,41,2,0,0,0,2,1,4.878048780487805,2,0.058286286629999996,0.11090609639999997,0.007483671369777778,133209,27453,18216,41,0,0,0,0,0,2,1,2,0.5,,,,,,,,,,,,Too wide with stray right pixels; apple-ish but distorted and extra bits.
v3_apple__homogeneous_gemini__rep_01,v3_apple,single_main,single,V3,homogeneous_gemini,1,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_apple\runs\homogeneous_gemini\rep_01,team_complete,,drawing_v3a_apple_homogeneous_gemini_01,20,8,team_complete,1.0,1.0,1.0,1.0,0.7573139652015023,completion,0.0,83,83,analysis/results/analysis_canvases/v3_apple__homogeneous_gemini__rep_01.png,1,0,0,0,100,91,93,7,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,17,1,0,0,0,1,1,5.882352941176471,1,0.04300857,0.04300857,0.004300857000000001,65288,10112,8436,17,0,0,0,0,0,4,4,4,1.0,,,,,,,,,,,,Clean round red apple with matching stem and leaf; excellent match.
v3_apple__homogeneous_gemini__rep_02,v3_apple,single_main,single,V3,homogeneous_gemini,2,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_apple\runs\homogeneous_gemini\rep_02,team_complete,,drawing_v3a_apple_homogeneous_gemini_02,20,7,team_complete,1.0,1.0,1.0,1.0,0.7689668573762464,completion,0.0,83,83,analysis/results/analysis_canvases/v3_apple__homogeneous_gemini__rep_02.png,1,0,0,0,87,83,83,4,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,15,1,0,0,0,1,1,6.666666666666667,1,0.037550452500000005,0.037550452500000005,0.0037550452500000006,57436,8742,7148,15,0,0,0,0,0,4,4,4,1.0,,,,,,,,,,,,"Clean round red apple, stem and leaf match reference closely; connected intentional pixels."
v3_apple__homogeneous_gemini__rep_03,v3_apple,single_main,single,V3,homogeneous_gemini,3,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_apple\runs\homogeneous_gemini\rep_03,team_complete,,drawing_v3a_apple_homogeneous_gemini_03,20,9,team_complete,0.9590643274853801,0.9590643274853801,0.9318181818181818,0.9879518072289156,0.7461859942524716,completion,0.040935672514619936,88,88,analysis/results/analysis_canvases/v3_apple__homogeneous_gemini__rep_03.png,1,0,0,0,107,94,100,7,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,19,1,0,0,0,1,1,5.2631578947368425,1,0.05475380625000001,0.05475380625000001,0.0057090858955792705,73285,14840,12940,19,0,0,0,0,0,4,3,3,0.875,,,,,,,,,,,,Recognizable but left side extra pixels distort the round body.
v3_apple__homogeneous_gemini__rep_04,v3_apple,single_main,single,V3,homogeneous_gemini,4,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_apple\runs\homogeneous_gemini\rep_04,team_complete,,drawing_v3a_apple_homogeneous_gemini_04,20,7,team_complete,1.0,1.0,1.0,1.0,0.7695383528352674,completion,0.0,83,83,analysis/results/analysis_canvases/v3_apple__homogeneous_gemini__rep_04.png,1,0,0,0,86,83,83,3,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,15,1,0,0,0,1,1,6.666666666666667,1,0.0388943775,0.0388943775,0.0038894377500000004,57096,9534,7978,15,0,0,0,0,0,4,4,4,1.0,,,,,,,,,,,,Clean round red apple with matching stem and leaf; silhouette and colors closely follow the reference.
v3_apple__homogeneous_gemini__rep_05,v3_apple,single_main,single,V3,homogeneous_gemini,5,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_apple\runs\homogeneous_gemini\rep_05,team_complete,,drawing_v3a_apple_homogeneous_gemini_05,20,7,team_complete,0.9939393939393939,0.9939393939393939,1.0,0.9879518072289156,0.765047614441852,completion,0.0060606060606061,82,82,analysis/results/analysis_canvases/v3_apple__homogeneous_gemini__rep_05.png,1,0,0,0,92,84,84,8,0,0.0,0.0,0.0,1,1,0,0.011904761904761904,0,0.0,,0,0,1,15,1,0,0,0,1,1,6.666666666666667,1,0.02788050375,0.02788050375,0.002805050682164634,57109,3598,2016,15,0,0,0,0,0,4,4,4,1.0,,,,,,,,,,,,Very close scaled match; clean connected pixels and colors.
v3_apple__homogeneous_luna__rep_01,v3_apple,single_main,single,V3,homogeneous_luna,1,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_apple\runs\homogeneous_luna\rep_01,team_complete,,drawing_v3a_apple_homogeneous_luna_01,20,11,team_complete,0.975609756097561,0.975609756097561,0.9876543209876543,0.963855421686747,0.7007290729831264,completion,0.024390243902439046,81,81,analysis/results/analysis_canvases/v3_apple__homogeneous_luna__rep_01.png,1,0,0,0,109,85,106,3,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,21,1,0,0,0,1,1,4.761904761904762,1,0.0146322099,0.016180198649999998,0.00149980151475,62072,13280,11393,21,0,0,0,0,3,4,4,4,1.0,,,,,,,,,,,,Clean connected round apple matching colors and form
v3_apple__homogeneous_luna__rep_02,v3_apple,single_main,single,V3,homogeneous_luna,2,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_apple\runs\homogeneous_luna\rep_02,team_complete,,drawing_v3a_apple_homogeneous_luna_02,20,8,team_complete,0.7571428571428571,0.7571428571428571,0.9298245614035088,0.6385542168674698,0.5453681156081619,completion,0.24285714285714288,57,57,analysis/results/analysis_canvases/v3_apple__homogeneous_luna__rep_02.png,1,0,0,0,71,57,57,14,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,17,1,3,0,0,4,1,23.529411764705884,4,0.011023961850000001,0.011023961850000001,0.001455994961320755,50446,8562,7074,17,0,0,0,0,0,3,2,3,0.75,,,,,,,,,,,,Blocky square apple with stem/leaf and one stray bottom pixel.
v3_apple__homogeneous_luna__rep_03,v3_apple,single_main,single,V3,homogeneous_luna,3,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_apple\runs\homogeneous_luna\rep_03,max_steps,,drawing_v3a_apple_homogeneous_luna_03,20,20,max_steps,0.7759562841530054,0.6914893617021277,0.71,0.8554216867469879,0.5895677642761843,censored,,100,105,analysis/results/analysis_canvases/v3_apple__homogeneous_luna__rep_03.png,1,0,0,0,132,106,121,11,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,21,1,0,0,0,1,1,4.761904761904762,1,0.01542461085,0.03555685484999999,0.0019878195672887325,62590,13441,11267,21,0,0,0,0,0,2,1,1,0.375,,,,,,,,,,,,Distorted blob with extra black pixels and misplaced leaf; barely an apple.
v3_apple__homogeneous_luna__rep_04,v3_apple,single_main,single,V3,homogeneous_luna,4,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_apple\runs\homogeneous_luna\rep_04,stalled,,drawing_v3a_apple_homogeneous_luna_04,20,14,stalled,0.8914285714285715,0.9010989010989011,0.8478260869565217,0.9397590361445783,0.703125495154434,stall,0.09890109890109888,92,99,analysis/results/analysis_canvases/v3_apple__homogeneous_luna__rep_04.png,1,0,0,0,114,97,105,9,0,0.0,0.0,0.0,1,1,0,0.010309278350515464,0,0.0,,0,0,1,21,1,0,0,0,1,1,4.761904761904762,1,0.0162500778,0.023021479799999998,0.001822925394230769,62618,15893,13939,21,0,0,0,0,2,3,2,2,0.625,,,,,,,,,,,,Apple-like but irregular silhouette and stray bottom pixels vs reference.
v3_apple__homogeneous_luna__rep_05,v3_apple,single_main,single,V3,homogeneous_luna,5,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_apple\runs\homogeneous_luna\rep_05,team_complete,,drawing_v3a_apple_homogeneous_luna_05,20,6,team_complete,0.8356164383561644,0.8356164383561644,0.9682539682539683,0.7349397590361446,0.6437947734781969,completion,0.1643835616438356,63,63,analysis/results/analysis_canvases/v3_apple__homogeneous_luna__rep_05.png,1,0,0,0,69,64,64,5,1,0.015625,0.2,1.4492753623188406,0,0,0,0.0,0,,,0,0,0,13,1,0,0,0,1,1,7.6923076923076925,1,0.008912405699999999,0.008912405699999999,0.0010665665837704917,37310,8322,7110,13,0,0,0,0,2,2,1,1,0.375,,,,,,,,,,,,Fragmented red shape with hole; stem/leaf present but body disconnected and incomplete.
v3_apple__homogeneous_qwen__rep_01,v3_apple,single_main,single,V3,homogeneous_qwen,1,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_apple\runs\homogeneous_qwen\rep_01,stalled,,drawing_v3a_apple_homogeneous_qwen_01,20,11,stalled,0.9585798816568047,0.9585798816568047,0.9418604651162791,0.9759036144578314,0.6765802848000252,stall,0.041420118343195256,86,86,analysis/results/analysis_canvases/v3_apple__homogeneous_qwen__rep_01.png,1,0,0,0,153,86,152,1,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,21,1,0,0,0,1,1,4.761904761904762,1,0.03432743226,0.0377513928,0.0035810716370000004,59759,8622,3112,21,0,0,0,0,0,4,3,4,1.0,,,,,,,,,,,,Clean round apple; leaf placement slightly off reference
v3_apple__homogeneous_qwen__rep_02,v3_apple,single_main,single,V3,homogeneous_qwen,2,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_apple\runs\homogeneous_qwen\rep_02,stalled,,drawing_v3a_apple_homogeneous_qwen_02,20,10,stalled,0.8982035928143712,0.8982035928143712,0.8928571428571429,0.9036144578313253,0.699543569143308,stall,0.10179640718562877,84,84,analysis/results/analysis_canvases/v3_apple__homogeneous_qwen__rep_02.png,1,0,0,0,160,85,157,3,0,0.0,0.0,0.0,1,1,0,0.011764705882352941,0,0.0,,0,0,1,21,1,0,0,0,1,1,4.761904761904762,1,0.03524619384,0.03524619384,0.0039240762475200005,60469,8887,3168,21,0,0,0,0,0,2,1,2,0.5,,,,,,,,,,,,Irregular blob with side/bottom protrusions and a hole; apple-like but poorly matched.
v3_apple__homogeneous_qwen__rep_03,v3_apple,single_main,single,V3,homogeneous_qwen,3,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_apple\runs\homogeneous_qwen\rep_03,stalled,,drawing_v3a_apple_homogeneous_qwen_03,20,13,stalled,0.9333333333333333,0.896551724137931,0.9390243902439024,0.927710843373494,0.6405852682957113,stall,0.10344827586206895,82,91,analysis/results/analysis_canvases/v3_apple__homogeneous_qwen__rep_03.png,1,0,0,0,157,83,140,17,1,0.007142857142857143,0.058823529411764705,0.6369426751592356,1,1,0,0.012048192771084338,0,0.0,,0,0,1,21,1,0,0,0,1,1,4.761904761904762,1,0.03505342104,0.045110615220000004,0.0037557236828571427,59714,8874,2968,21,0,0,0,0,0,4,2,3,0.875,,,,,,,,,,,,"Apple visible but squarer, incomplete sides and smaller leaf."
v3_apple__homogeneous_qwen__rep_04,v3_apple,single_main,single,V3,homogeneous_qwen,4,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_apple\runs\homogeneous_qwen\rep_04,stalled,,drawing_v3a_apple_homogeneous_qwen_04,20,12,stalled,0.7513812154696132,0.7431693989071039,0.6938775510204082,0.8192771084337349,0.6079657183614342,stall,0.2568306010928961,98,100,analysis/results/analysis_canvases/v3_apple__homogeneous_qwen__rep_04.png,1,0,0,0,154,98,146,8,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,21,1,0,0,0,1,1,4.761904761904762,1,0.03482571114000001,0.04137410376000001,0.004634892438485296,60967,8718,3001,21,0,0,0,0,0,1,1,2,0.375,,,,,,,,,,,,Irregular red blob with side stem; barely apple-like and poorly matched.
v3_apple__homogeneous_qwen__rep_05,v3_apple,single_main,single,V3,homogeneous_qwen,5,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_apple\runs\homogeneous_qwen\rep_05,stalled,,drawing_v3a_apple_homogeneous_qwen_05,20,19,stalled,0.8306010928961749,0.8121827411167513,0.76,0.9156626506024096,0.6913641409965113,stall,0.18781725888324874,100,114,analysis/results/analysis_canvases/v3_apple__homogeneous_qwen__rep_05.png,1,0,0,0,146,100,146,0,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,21,1,0,0,0,1,1,4.761904761904762,1,0.03945937644,0.07072682166,0.004750701242447368,62029,10425,3890,21,0,0,0,0,0,2,1,2,0.5,,,,,,,,,,,,Elongated pear-like drip instead of round apple; colors and stem/leaf ok.
v1_homogeneous4_topup__homogeneous4_gemini__rep_01,v1_homogeneous4_topup,single_topup,single,V1,homogeneous4_gemini,1,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_homogeneous4_topup\runs\homogeneous4_gemini\rep_01,team_complete,,drawing_v1_apple_homogeneous4_topup_homogeneous4_gemini_01,10,10,team_complete,1.0,1.0,1.0,1.0,0.6851787403396161,completion,0.0,83,83,analysis/results/analysis_canvases/v1_homogeneous4_topup__homogeneous4_gemini__rep_01.png,1,0,0,0,296,83,83,72,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,41,0,0,0,0,0,0,0.0,0,0.11294427374999998,0.11294427374999998,0.011294427374999999,129957,34854,30260,41,0,0,0,0,0,4,4,4,1.0,,,,,,,,,,,,"Well-formed apple silhouette, colors and stem/leaf placement match the reference."
v1_homogeneous4_topup__homogeneous4_gemini__rep_02,v1_homogeneous4_topup,single_topup,single,V1,homogeneous4_gemini,2,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_homogeneous4_topup\runs\homogeneous4_gemini\rep_02,max_steps,,drawing_v1_apple_homogeneous4_topup_homogeneous4_gemini_02,10,10,max_steps,0.8864864864864865,0.8864864864864865,0.803921568627451,0.9879518072289156,0.6028773268347223,censored,,102,102,analysis/results/analysis_canvases/v1_homogeneous4_topup__homogeneous4_gemini__rep_02.png,1,0,0,0,323,102,119,79,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,41,0,0,0,0,0,0,0.0,0,0.13950609749999998,0.13950609749999998,0.01573696831554878,130389,49077,44161,41,0,0,0,0,0,3,3,3,0.75,,,,,,,,,,,,Recognizable apple with matching palette; wider/lumpier body and uneven bottom vs reference.
v1_homogeneous4_topup__homogeneous4_gemini__rep_03,v1_homogeneous4_topup,single_topup,single,V1,homogeneous4_gemini,3,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_homogeneous4_topup\runs\homogeneous4_gemini\rep_03,team_complete,,drawing_v1_apple_homogeneous4_topup_homogeneous4_gemini_03,10,8,team_complete,1.0,1.0,1.0,1.0,0.755253259499671,completion,0.0,83,83,analysis/results/analysis_canvases/v1_homogeneous4_topup__homogeneous4_gemini__rep_03.png,1,0,0,0,221,83,89,63,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,33,1,0,0,0,1,1,3.0303030303030303,1,0.07165904625,0.07165904625,0.007165904625,108136,16977,13433,33,0,0,0,0,0,4,4,4,1.0,,,,,,,,,,,,"Clean round red apple, stem and leaf match reference closely."
v1_homogeneous4_topup__homogeneous4_gemini__rep_04,v1_homogeneous4_topup,single_topup,single,V1,homogeneous4_gemini,4,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_homogeneous4_topup\runs\homogeneous4_gemini\rep_04,team_complete,,drawing_v1_apple_homogeneous4_topup_homogeneous4_gemini_04,10,8,team_complete,1.0,1.0,1.0,1.0,0.7765708369990094,completion,0.0,83,83,analysis/results/analysis_canvases/v1_homogeneous4_topup__homogeneous4_gemini__rep_04.png,1,0,0,0,195,87,94,63,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,33,1,0,0,0,1,1,3.0303030303030303,1,0.08343286874999999,0.08343286874999999,0.008343286875,106860,23575,20413,33,0,0,0,0,0,4,4,4,1.0,,,,,,,,,,,,"Clear apple matching ref shape, stem, leaf, and colors; clean pixels."
v1_homogeneous4_topup__homogeneous4_gemini__rep_05,v1_homogeneous4_topup,single_topup,single,V1,homogeneous4_gemini,5,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_homogeneous4_topup\runs\homogeneous4_gemini\rep_05,team_complete,,drawing_v1_apple_homogeneous4_topup_homogeneous4_gemini_05,10,8,team_complete,1.0,1.0,1.0,1.0,0.7738211379502343,completion,0.0,83,83,analysis/results/analysis_canvases/v1_homogeneous4_topup__homogeneous4_gemini__rep_05.png,1,0,0,0,196,83,84,55,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,33,1,0,0,0,1,1,3.0303030303030303,1,0.08633418749999999,0.08633418749999999,0.00863341875,106905,25129,21877,33,0,0,0,0,0,4,4,4,1.0,,,,,,,,,,,,"Clean round apple matching stem, leaf, and body well."
v1_homogeneous4_topup__homogeneous4_glm__rep_01,v1_homogeneous4_topup,single_topup,single,V1,homogeneous4_glm,1,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_homogeneous4_topup\runs\homogeneous4_glm\rep_01,max_steps,,drawing_v1_apple_homogeneous4_topup_homogeneous4_glm_01,10,10,max_steps,0.8641975308641975,0.8641975308641975,0.8860759493670886,0.8433734939759037,0.7268910338454321,censored,,79,79,analysis/results/analysis_canvases/v1_homogeneous4_topup__homogeneous4_glm__rep_01.png,1,0,0,0,284,178,232,41,17,0.07327586206896551,0.4146341463414634,5.985915492957746,5,5,0,0.028089887640449437,2,0.4,2.0,0,1,3,41,0,1,0,0,1,1,2.4390243902439024,1,0.02898340137000001,0.02898340137000001,0.0033537935871000013,148360,33666,25298,55,14,0,0,0,14,3,2,2,0.625,,,,,,,,,,,,"Round red body reads as apple; stem/leaf split and floating, weaker match."
v1_homogeneous4_topup__homogeneous4_glm__rep_02,v1_homogeneous4_topup,single_topup,single,V1,homogeneous4_glm,2,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_homogeneous4_topup\runs\homogeneous4_glm\rep_02,max_steps,,drawing_v1_apple_homogeneous4_topup_homogeneous4_glm_02,10,10,max_steps,0.8587570621468926,0.8587570621468926,0.8085106382978723,0.9156626506024096,0.7145657534041651,censored,,94,94,analysis/results/analysis_canvases/v1_homogeneous4_topup__homogeneous4_glm__rep_02.png,1,0,0,0,309,162,230,63,1,0.004347826086956522,0.015873015873015872,0.32362459546925565,14,14,0,0.08641975308641975,13,0.9285714285714286,1,0,1,1,41,0,0,0,0,0,0,0.0,0,0.0217174783518,0.0217174783518,0.0025289432028082898,121926,22060,16077,46,5,0,0,0,5,3,2,2,0.625,,,,,,,,,,,,"Blocky rectangle body, small detached stem/leaf, missing pixels."
v1_homogeneous4_topup__homogeneous4_glm__rep_03,v1_homogeneous4_topup,single_topup,single,V1,homogeneous4_glm,3,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_homogeneous4_topup\runs\homogeneous4_glm\rep_03,max_steps,,drawing_v1_apple_homogeneous4_topup_homogeneous4_glm_03,10,10,max_steps,0.8205128205128205,0.8205128205128205,0.8767123287671232,0.7710843373493976,0.6676209615685263,censored,,73,73,analysis/results/analysis_canvases/v1_homogeneous4_topup__homogeneous4_glm__rep_03.png,1,0,0,0,211,120,156,40,4,0.02564102564102564,0.1,1.8957345971563981,8,8,0,0.06666666666666667,3,0.375,1,0,2,5,41,0,1,0,0,1,1,2.4390243902439024,1,0.02208867825779999,0.02208867825779999,0.002692057662669374,124710,22226,17507,47,6,0,0,0,6,2,2,2,0.5,,,,,,,,,,,,Irregular blob with stem/leaf; barely apple-shaped and poorly connected versus the reference.
v1_homogeneous4_topup__homogeneous4_glm__rep_04,v1_homogeneous4_topup,single_topup,single,V1,homogeneous4_glm,4,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_homogeneous4_topup\runs\homogeneous4_glm\rep_04,max_steps,,drawing_v1_apple_homogeneous4_topup_homogeneous4_glm_04,10,10,max_steps,0.8604651162790697,0.8604651162790697,0.8314606741573034,0.891566265060241,0.7716409856525982,censored,,89,89,analysis/results/analysis_canvases/v1_homogeneous4_topup__homogeneous4_glm__rep_04.png,1,0,0,0,265,139,207,49,5,0.024154589371980676,0.10204081632653061,1.8867924528301887,8,8,0,0.05755395683453238,4,0.5,1.5,0,0,4,41,0,0,0,0,0,0,0.0,0,0.024918376814099998,0.024918376814099998,0.0028959194675845946,123883,30091,23856,47,6,0,0,0,6,3,2,1,0.5,,,,,,,,,,,,Apple-like but extra disconnected pixels and messy right side.
v1_homogeneous4_topup__homogeneous4_glm__rep_05,v1_homogeneous4_topup,single_topup,single,V1,homogeneous4_glm,5,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_homogeneous4_topup\runs\homogeneous4_glm\rep_05,max_steps,,drawing_v1_apple_homogeneous4_topup_homogeneous4_glm_05,10,10,max_steps,0.8433734939759037,0.8433734939759037,0.8433734939759037,0.8433734939759037,0.6688807972999488,censored,,83,83,analysis/results/analysis_canvases/v1_homogeneous4_topup__homogeneous4_glm__rep_05.png,1,0,0,0,300,140,225,63,6,0.02666666666666667,0.09523809523809523,2.0,2,2,0,0.014285714285714285,1,0.5,1,0,0,1,41,0,0,0,0,0,0,0.0,0,0.0232767997308,0.0232767997308,0.002759963396652,124332,25544,19411,47,6,0,0,0,6,2,1,1,0.375,,,,,,,,,,,,"Fragmented messy pixels, barely apple-shaped."
